통계표,계정항목,단위,변환,2022/01,2022/02,2022/03,2022/04,2022/05,2022/06,2022/07,2022/08,2022/09,2022/10,2022/11,2022/12,2023/01,2023/02,2023/03,2023/04,2023/05,2023/06,2023/07,2023/08,2023/09,2023/10,2023/11,2023/12,2024/01,2024/02,2024/03
"4.4.1.1. 주택매매가격지수(KB)","총지수","2022.01=100","원자료","100.000","100.207","100.306","100.517","100.768","100.869","100.869","100.728","100.568","100.014","98.909","97.894","96.612","95.848","95.054","94.316","93.766","93.536","93.360","93.308","93.365","93.424","93.424","93.349","93.240","93.167","93.068"
