통계표,계정항목,단위,변환,2022/01,2022/02,2022/03,2022/04,2022/05,2022/06,2022/07,2022/08,2022/09,2022/10,2022/11,2022/12,2023/01,2023/02,2023/03,2023/04,2023/05,2023/06,2023/07,2023/08,2023/09,2023/10,2023/11,2023/12,2024/01,2024/02,2024/03
"6.3. 경제심리지수","경제심리지수(원계열)","","원자료","106.0","106.3","103.9","106.3","107.2","103.1","98.2","99.5","98.3","95.4","91.6","91.9","90.4","91.5","91.7","94.2","94.6","96.1","94.5","94.4","93.1","92.1","91.5","91.4","91.5","93.3","92.2"
