통계표,계정항목,단위,가중치,변환,2022/01,2022/02,2022/03,2022/04,2022/05,2022/06,2022/07,2022/08,2022/09,2022/10,2022/11,2022/12,2023/01,2023/02,2023/03,2023/04,2023/05,2023/06,2023/07,2023/08,2023/09,2023/10,2023/11,2023/12,2024/01,2024/02,2024/03
"4.2.1. 소비자물가지수","총지수","2020=100","1000","원자료","104.85","105.42","106.1","106.83","107.5","108.21","108.73","108.63","108.82","109.16","109.07","109.26","110.07","110.33","110.52","110.77","111.13","111.16","111.29","112.28","112.83","113.26","112.67","112.71","113.15","113.77","113.94"
